genename	p_value	fdr
1395	CDC42BPG	0.564755616224873	0.602986868582665
7484	RIOK2	0.565068500616035	0.603257619557868
5612	NADK	0.565862511198756	0.604041902038294
1286	CCNL2	0.569116239011207	0.607451421620082
5601	NAA16	0.56950936077607	0.607807252116551
2537	EDF1	0.570854762857293	0.609179219820333
6177	OXCT2	0.571158294864905	0.609439200090274
6986	PSG3	0.5713158152147	0.609543344329223
6142	ORAI1	0.571757178862121	0.609950270612873
1538	CEP76	0.573488470059844	0.611733061331529
8980	THAP5	0.5739440691759	0.612154855915961
94	ACTL6B	0.574160612029254	0.612321617168844
2223	DDX6	0.574984651641537	0.613136148967438
5050	MARK1	0.575175021790595	0.613274866017789
2191	DDO	0.575613202477623	0.613677751918346
3173	FTH1	0.575948667767453	0.613971057025914
6026	NTHL1	0.576636380951666	0.614639763560489
4565	KLF3	0.576712750321918	0.614656763648494
2279	DIAPH2	0.577576470776085	0.615512826021906
526	ARL11	0.580003269050972	0.618034278417884
9674	UTS2R	0.580451040539815	0.618446631274774
4867	LRRFIP2	0.580532875318879	0.618469048132679
7401	REXO1	0.580913273292149	0.618809500439899
8648	STRAP	0.582547343191968	0.620485197601496
4780	LIN54	0.582965899588117	0.620866006753551
6018	NSUN2	0.583491887383255	0.621361139992657
2531	EDA2R	0.585502328859803	0.623436800449108
3198	FZD4	0.585868690577508	0.623761610596022
586	ASB9	0.585940125852716	0.623772383873973
5312	MORC1	0.586361638449136	0.62415579658293
4866	LRRFIP1	0.586782251140912	0.624538171255127
8839	TBCA	0.587063729489188	0.624772394611728
210	AGRP	0.587299382824626	0.624954370363231
3196	FZD2	0.587357587244947	0.624954370363231
1998	CSTA	0.58767473967699	0.625226430321483
2769	ERCC4	0.588002914344437	0.625510158697685
9672	UTS2	0.588303435609303	0.625764413472756
716	AVIL	0.588895905755871	0.62632912172028
4714	LCN1	0.589244794366114	0.626634674167518
5930	NPHS2	0.590536768300181	0.627942985671344
9511	UBE2K	0.590984434990949	0.628353329552981
8606	STAT2	0.591257707750328	0.628578185907
9117	TMOD3	0.591788281099144	0.629076508215423
6910	PRKCG	0.591913621680432	0.629134912934846
3710	HDAC8	0.591966911099218	0.629134912934846
4390	KCNA10	0.592128822442255	0.629241252554587
8679	STYXL1	0.593605149665038	0.63074422263865
1042	CACNA1B	0.59436778268417	0.631488611305072
2491	DYNC1I2	0.595034367979343	0.632130808840211
5904	NOTCH2	0.596497917712438	0.633619433735892
8638	STMN3	0.597827115903552	0.634965050123913
2068	CXADR	0.599144778524281	0.636289144311066
481	ARHGAP26	0.599198859972478	0.636289144311066
3504	GPR150	0.599336806616776	0.636369202975938
9572	UHRF2	0.599664265422459	0.636650445850833
7127	PYCARD	0.600427795603279	0.6373945491675
5805	NFU1	0.600638369820224	0.637551558449618
6852	PPP5C	0.60155252500178	0.638455277709244
5324	MPHOSPH6	0.602842533140609	0.639757676782747
9717	VHLL	0.604431590105505	0.641377132173078
6137	OR51B6	0.604629325908758	0.641520038847497
9631	USP13	0.605980071619345	0.642886147521493
8218	SLC39A11	0.60620773609731	0.64306061515307
5799	NFKBIB	0.607081841045958	0.64392071410286
3601	GSX2	0.607469965333599	0.644265216569923
6474	PHKG1	0.607603682252299	0.644339858183325
6338	PDCL2	0.608191370484783	0.644895852818606
6976	PRSS3	0.608318152868447	0.644963060878656
5144	MED17	0.609234315241939	0.645867099724494
3055	FGF8	0.610879965066288	0.647544220550104
9818	WDR89	0.611917144648396	0.648576069234021
1567	CGA	0.613298027666095	0.649971959104822
4336	IVL	0.613403719607204	0.650016254121259
107	ACVR1	0.615003349198886	0.651643482074811
4660	KRTAP4-12	0.615847698472587	0.652468728479848
3940	HRH3	0.615910468848125	0.652468728479848
394	AP4B1	0.617292309410114	0.653864500586119
6566	PKLR	0.619656960897365	0.656300912359073
5047	MARCKS	0.620332732461371	0.65694824977405
4282	ISL1	0.620626486904063	0.657190928622362
7320	RBBP9	0.621189543936279	0.657718695926704
1570	CHAD	0.622363899030014	0.658893531567524
3346	GH2	0.622926022944126	0.659420024080187
9275	TRDMT1	0.623079081310743	0.659494791115245
4743	LGALS1	0.623132159556049	0.659494791115245
1064	CACNG8	0.623191136045498	0.659494791115245
8917	TERF2	0.623643669271894	0.659905039265964
494	ARHGDIG	0.624011385223438	0.660225462493815
6271	PAX9	0.62455491100983	0.660731812573108
1336	CD300LF	0.625280708033056	0.661430866467742
7480	RIN3	0.626844152673843	0.663015758489395
1277	CCNDBP1	0.628016062564067	0.664149187146852
8502	SPTAN1	0.628046316755403	0.664149187146852
1872	COX7B	0.62879622049114	0.664873085028205
1374	CD99	0.629752218749088	0.665814728885312
3427	GNAT1	0.629844676563766	0.665843281168367
5479	MTNR1A	0.630642379727047	0.666617303508234
3236	GABRR2	0.63078166784684	0.666695263065549
8184	SLC25A22	0.631547741406889	0.667435609114095
383	AP2A2	0.631814488732516	0.667648155591138
2261	DHPS	0.633210152222492	0.669053477208082
7715	RTN1	0.633935861435867	0.669750702916925
8057	SH3KBP1	0.63536240036144	0.671188130724499
5645	NBR1	0.635713222439803	0.671489005490615
3923	HPCA	0.636443147933092	0.672190214277756
8409	SOS2	0.637678837804844	0.673425393645664
4130	IL17RD	0.637851435544885	0.673485670018859
6143	ORAI2	0.637868321108002	0.673485670018859
3363	GIPR	0.638037144252995	0.673594008767717
2931	FAM83G	0.639519005991079	0.675088393477976
5864	NME4	0.639784444854343	0.67529852225599
6409	PER3	0.640361496964031	0.675837484035179
3025	FER	0.640928496090337	0.676365725179149
7855	SCNN1G	0.641047437532088	0.676421074786219
2025	CTNND1	0.641594088484079	0.676927677053364
10066	ZNF33A	0.642527059813942	0.677841727624933
3471	GOSR2	0.642858260435509	0.678120809146665
9689	VAPA	0.643180043618336	0.678389899816416
10018	ZMYM5	0.644763858551758	0.679989916343254
703	ATXN10	0.644936952380467	0.680101960875557
9555	UCN	0.645779735145049	0.6809201125239
6840	PPP2R5E	0.646698596086625	0.681818304279121
9212	TOR1AIP1	0.647445591124204	0.682535129378915
5554	MYLK3	0.647864231209508	0.682856267785114
7153	RAB11FIP3	0.647884468363503	0.682856267785114
1241	CCIN	0.647985135146593	0.682891617097927
10098	ZNF488	0.648996282358024	0.683886387034201
7934	SEMA7A	0.649183650933305	0.684012975758106
1194	CBX7	0.649405360425044	0.684175717854596
2217	DDX5	0.650144599107088	0.684883608441173
6718	POLR1C	0.65159258638386	0.686337894106752
5928	NPHP4	0.652929673337476	0.687675076805274
7202	RAB9B	0.653005690383556	0.687683942885292
10107	ZNF559	0.653397203967251	0.687978313964963
9350	TRPM2	0.653420472773958	0.687978313964963
4726	LDLRAP1	0.654002556213872	0.688453058851466
2115	CYP4F8	0.654006719821151	0.688453058851466
10114	ZNF594	0.654897420111665	0.689319343486391
4181	IL9R	0.656382813233763	0.690811334474144
9487	UBA7	0.657674457967342	0.692099127019941
4114	IL12B	0.658422235008403	0.692814376990121
4128	IL17RB	0.658736100344606	0.693072949509327
5371	MRPL35	0.659212877178967	0.69350285414081
5585	MYOZ3	0.659423523173927	0.693652724769761
6955	PRPF8	0.659984963132758	0.694171529151111
601	ASIC2	0.660233807615314	0.694361472642467
5534	MYH13	0.660315791747718	0.694375909597843
6360	PDHB	0.660441652151595	0.694436478277847
4641	KRT32	0.661439821908826	0.695414149264002
3658	HABP4	0.663222719005193	0.697150757045888
5560	MYO18A	0.66322864707462	0.697150757045888
4891	LTB4R	0.663746626631963	0.697623146267895
590	ASCL1	0.664392230953046	0.698229562550138
43	ABI2	0.665170832275978	0.69897560962127
5878	NOD1	0.665398125203893	0.699142235870606
2428	DRD3	0.665930342574877	0.69962918258951
4398	KCNAB2	0.666742120716843	0.700409706118592
2349	DNAJB12	0.667513634857113	0.701147775673868
2821	EVC2	0.667901400940781	0.701482650399604
7510	RND2	0.668110921862616	0.701630268205677
5210	MGAT3	0.668309648156091	0.701766520509075
6176	OXCT1	0.668754627810539	0.702161299279246
551	ARNTL	0.669932773032208	0.703325706920192
5593	MZF1	0.670441502125663	0.703787163463458
663	ATP5F1C	0.672349856943571	0.705717611915698
4338	IWS1	0.673927764672532	0.707296511421459
1204	CCDC116	0.673993156563415	0.707296511421459
7447	RHAG	0.674578575752677	0.707837839209076
1055	CACNB1	0.674968692945084	0.708174145351727
7571	RP1	0.67528768602606	0.708435766726113
3628	GUCA1C	0.6756181838902	0.708709402424727
2408	DPH3	0.675692229545152	0.708713996408169
6425	PEX7	0.677242621872518	0.710266927042178
334	ANKRD12	0.677655943444208	0.710627142836607
971	C1orf174	0.678367389911869	0.711299882248344
7348	RBMXL2	0.678688166331395	0.711562889424846
1190	CBX3	0.678906724494174	0.71171868387049
7876	SDHAF2	0.679282406401845	0.712039146865118
4812	LNPEP	0.680164249619133	0.712890058868271
8548	SRSF7	0.680322992115173	0.712982981228768
1957	CRYBB2	0.680532055765207	0.713128615914653
3668	HAND1	0.680648738663515	0.713177424907193
7809	SCAF4	0.68120469004685	0.713686437883275
9549	UBXN6	0.681493579470055	0.713915578616916
6267	PAX5	0.681994826815034	0.714367110089512
9157	TNFSF18	0.682122370892448	0.714427147028608
4164	IL31RA	0.68279820803701	0.715061372283354
4676	LAIR1	0.683450008701152	0.715670297325458
1812	COL5A1	0.684663126670392	0.716866816346017
5087	MC4R	0.684875963960018	0.717015867177654
9078	TMED10	0.685412979971594	0.717504244211878
4427	KCNIP4	0.685643352896176	0.717671553556209
2413	DPP4	0.686963100688352	0.718978973590803
6226	PALLD	0.688236288829655	0.720237400088888
5644	NBPF3	0.688903079202794	0.720861039367417
7886	SEC16B	0.69003700096424	0.721973301533396
4620	KPNA3	0.690448273185234	0.72232931747361
4670	L1TD1	0.69072481400493	0.722544322146237
1875	CPA1	0.691558850494933	0.723342400378877
7060	PTH	0.692066867793901	0.723799346773656
2351	DNAJB3	0.692168199712636	0.723830910328602
1291	CCP110	0.692429026368004	0.724029240954024
4180	IL9	0.692500616041735	0.724029678005403
8157	SLC18A3	0.693281254659696	0.724771370224344
1987	CSNK2A2	0.693517475693081	0.724943822464623
4400	KCNB1	0.693735126004167	0.725096829018842
235	AIRE	0.69488696374269	0.726194005025081
4779	LIN52	0.694927616132819	0.726194005025081
8623	STK16	0.695518099969761	0.726736404169307
2754	EPS8L2	0.695766095400307	0.726920867670466
2969	FBP2	0.696090390792329	0.727185001594821
6762	POU3F1	0.696203914137578	0.727228916574759
8216	SLC38A3	0.696521513037526	0.727485970444635
980	C1QL3	0.696798761292758	0.727700831396287
5135	MED10	0.696872101932069	0.727702719457498
6850	PPP4R3B	0.697234178479386	0.728006086181955
5156	MED30	0.697353562843695	0.728056013424559
5064	MATN1	0.69865025687227	0.729305476247931
9137	TNFRSF11A	0.698693715866739	0.729305476247931
2456	DTX3L	0.699097514284606	0.729652099396461
6661	PLXNB3	0.700270514671057	0.730801389592599
8557	SSBP4	0.700828395660652	0.731308572064397
7396	RETN	0.702780754178407	0.733248152342729
9887	XPNPEP3	0.702831291997832	0.733248152342729
4572	KLHDC2	0.703474069266104	0.73384348919648
9709	VEGFB	0.704376568305213	0.73470961031159
6102	ODC1	0.70713982713663	0.737516245792591
2670	EMC1	0.707556798205577	0.737875480076406
5596	N4BP2	0.710631138465632	0.740902746246073
3768	HINT1	0.710649241592602	0.740902746246073
2300	DLD	0.710678167489352	0.740902746246073
2436	DSC3	0.712079943241957	0.742288068716101
1629	CHRNB4	0.712408095703575	0.742554053032016
998	C4orf17	0.714484807141362	0.744642346383472
2669	ELSPBP1	0.714601083165186	0.744687238172448
2238	DERL2	0.715375324774663	0.745417717805249
2683	EMID1	0.715860252054952	0.74584661451813
3970	HSPA9	0.716746599938041	0.746693616095207
8448	SPATA20	0.717673090882164	0.747582260244138
7776	SAFB	0.71780978149126	0.747648091236878
6148	ORC5	0.71810191349299	0.747875795041379
7521	RNF139	0.718821788952369	0.748548885148167
637	ATL1	0.719582726961889	0.749264593795629
7005	PSMB7	0.720212479853464	0.749843573590143
3941	HRH4	0.72083432794942	0.750414205713206
6643	PLPP1	0.721694893107837	0.751233208593679
5770	NEUROD1	0.723008733893618	0.752503992936977
2237	DERL1	0.723085890769192	0.752503992936977
3422	GNAI3	0.723137622623797	0.752503992936977
2921	FAM32A	0.724894923800566	0.754255503715164
6230	PANK2	0.725945765683273	0.755271658242579
1715	CLPS	0.726783778302857	0.756066200703033
6496	PIGA	0.726983519078426	0.756196660489246
4585	KLHL3	0.728297253946331	0.75748573401452
4003	HUS1B	0.728570459134874	0.757692422897064
4045	IFNA1	0.728946645268858	0.758006155813155
2581	EHD2	0.730236429710246	0.75925664266495
1004	C6orf15	0.730298461464321	0.75925664266495
5579	MYOG	0.731503715866409	0.760431974403124
4401	KCNB2	0.732261854161453	0.761142315559871
749	BAG5	0.732446790290595	0.761256763141216
10057	ZNF287	0.73275957241976	0.761504048444808
2861	F11R	0.73319023059323	0.761873072289329
4587	KLHL41	0.733264450091892	0.761873072289329
6285	PCBP2	0.734622486820431	0.763206143629927
5012	MAP4K5	0.735434789886213	0.763972032830843
4173	IL5	0.736428673939083	0.764926373287961
6441	PGAM5	0.737577067572583	0.766040991160376
8644	STOML3	0.741644571128843	0.77018683361512
32	ABCD2	0.742238313328473	0.770724748544509
9232	TPH1	0.743152141253827	0.771594890077075
7678	RRAS	0.743466027484759	0.771842014246602
4244	IPO7	0.744163956958834	0.772487748381859
8771	TACC1	0.744347702244933	0.772599650539507
2226	DEDD2	0.744801419174594	0.772991719777917
617	ATE1	0.746779064455462	0.774965155840602
8844	TBK1	0.746895005980076	0.775006415323879
9910	YIF1A	0.74769361482706	0.775755955495735
4100	IKBKB	0.74842868176801	0.776439422764223
8888	TCTN1	0.74882063128139	0.776766827982623
6052	NUDT21	0.749393592035318	0.777281913924886
5039	MAPRE3	0.750927747064308	0.778793757863718
9817	WDR82	0.752022946263836	0.77985009503996
283	ALG2	0.752131445838987	0.779874238200183
7112	PTTG1IP	0.752199550301798	0.779874238200183
8081	SHROOM2	0.752451698678762	0.780022396544962
3221	GABRA1	0.752495802584514	0.780022396544962
2826	EWSR1	0.753294274524496	0.780752907913198
179	ADRB3	0.753354029693891	0.780752907913198
5589	MYSM1	0.75445287591197	0.781812071575071
2038	CTSK	0.755167639426775	0.782473049082153
9879	XCR1	0.755930624976039	0.783183852518713
7443	RGS6	0.75667239645897	0.783872534539419
8208	SLC32A1	0.756777792418528	0.783901892095885
2273	DHX38	0.756884588599112	0.7839326939339
3558	GRIN2B	0.757398239652983	0.784384840882602
1303	CCSER2	0.758155705169912	0.785089371813265
168	ADORA2B	0.759704621741483	0.786613243458128
7139	QPRT	0.760251648031442	0.787099533423962
1885	CPM	0.760793363723373	0.787580226840121
6757	POU1F1	0.760976509717469	0.78768966558362
239	AK2	0.7613991117039	0.78804691864521
1720	CLTB	0.764496104441446	0.791171807780552
7464	RHOQ	0.765049723704453	0.791664209057614
4990	MAP3K1	0.765327783285059	0.791871393344071
3056	FGF9	0.766326417847286	0.792824026112116
386	AP2S1	0.766657261803844	0.793085654294337
1298	CCR6	0.767182239404127	0.793548034718677
4454	KCNRG	0.767685049335751	0.793987393950041
1689	CLEC2D	0.767804931058696	0.794030656059786
5669	NCOA3	0.768826858645207	0.795006671376061
3538	GREM1	0.769126962564035	0.795236161211905
4749	LGALS8	0.770424110538769	0.796496389889319
1973	CSK	0.770665528905108	0.796665016314568
3872	HNRNPD	0.771183734082793	0.797119704005715
1400	CDC42EP5	0.771380298457058	0.797241875058788
6135	OR2T6	0.774212938075919	0.800088197790158
922	BRWD1	0.774352749179465	0.800151398415713
4819	LOR	0.775370966594137	0.801122165667495
445	APRT	0.777291992638843	0.803025433240068
2998	FBXW5	0.777436778256693	0.803093455037097
4848	LRP3	0.778420496386675	0.804027993678713
4415	KCNG4	0.779387014170513	0.80494457818849
3502	GPR143	0.780260599068155	0.805765006021758
5774	NEUROG2	0.781578389119143	0.807043945646472
10017	ZMYM2	0.783139974820104	0.808574339170296
9537	UBR1	0.783793005419425	0.809166454651087
4508	KIAA1551	0.784600404764502	0.80991779986497
7517	RNF126	0.784873581326407	0.810117587543988
2846	EXOSC7	0.786962440903581	0.812191225658125
3067	FH	0.788389557735307	0.813581555167506
3316	GDPD2	0.789354450858693	0.814494657529718
2584	EHF	0.789737439061292	0.814807197522366
8349	SNRNP40	0.790007229353684	0.815002894657238
5998	NRP1	0.790249680019975	0.815170350318719
7444	RGS7	0.790374155778103	0.815216089093648
2949	FARSA	0.791213247055548	0.815919475591613
9999	ZFYVE16	0.791216516928268	0.815919475591613
2242	DEUP1	0.792335571197627	0.816990651306858
1226	CCDC59	0.792484218167758	0.817061107876822
10157	ZSCAN10	0.792682118176825	0.817182325518123
293	ALS2CR12	0.793247170389152	0.817681980379861
614	ATAD3A	0.794892481223443	0.819294955571032
8266	SLIT3	0.795173780375451	0.819501860780008
1049	CACNA1I	0.796288784214876	0.820567848644442
5868	NMRK2	0.798401825899996	0.82250767632385
8011	SFRP2	0.798415025811183	0.82250767632385
9822	WDTC1	0.798417018570751	0.82250767632385
4910	LY6G6F	0.798494624139816	0.82250767632385
4721	LDB3	0.799002349904107	0.822947342874808
4612	KMT5A	0.799103354564773	0.822968052843433
3690	HCFC2	0.800937414495709	0.824773389782857
9892	XPO7	0.801495533410214	0.825264581111549
1288	CCNT1	0.802203327596796	0.825909771444409
4645	KRT35	0.802365298787221	0.825967439908242
2721	EPC1	0.802497743944625	0.825967439908242
1940	CRLF2	0.802502917138805	0.825967439908242
525	ARL1	0.804699458267538	0.828144419722373
4453	KCNQ5	0.805980252796827	0.829378627523986
9429	TUBA8	0.806621877211156	0.829954926354717
9846	WNT16	0.806994828035082	0.830246280075409
1634	CHST12	0.807068265375574	0.830246280075409
9660	USP8	0.807600040002238	0.830709323250027
7901	SEC61G	0.80845637197805	0.831436815407462
9015	TIMM10	0.808470753760996	0.831436815407462
3391	GLRA2	0.808566115277107	0.831450832984333
8426	SOX9	0.808820656605636	0.831628516237025
7314	RBAK	0.809514638345242	0.83225795006429
1627	CHRNB1	0.809749949872396	0.832415747782122
9878	XCL1	0.810534110451018	0.833137668547863
6265	PAX2	0.810868737979226	0.833397420838823
3681	HAUS7	0.811254462455437	0.833709631938495
9101	TMEM33	0.811487831368698	0.833865223082199
6210	PAFAH1B2	0.811924567434731	0.834229736846128
9143	TNFRSF18	0.813193041538823	0.835448678203843
