Gene1	Gene2
9965	CNKSR1	MAP2K2
9966	CNKSR1	RAF1
9967	CNKSR1	RHOA
9968	CNKSR1	ARAF
9969	CNKSR1	HRAS
9970	CNKSR1	BRAF
9971	CNKSR2	TJP1
9972	CNKSR2	LRRC7
9973	CNKSR2	DLG1
9974	CNKSR2	DLG3
9975	CNKSR2	RAF1
9976	CNKSR2	DLG2
9977	CNKSR2	RGS3
9978	CNKSR2	SNTA1
9979	CNKSR2	RALA
9980	CNKSR2	CDK2
9981	CNKSR2	DLG4
9982	CNKSR3	DLL1
9983	CNMD	APOA1
9984	CNMD	FURIN
9985	CNN1	ACTA1
9986	CNN1	FYN
9987	CNN1	CALM1
9988	CNN1	TPM3
9989	CNN1	TPM1
9990	CNN3	FYN
9991	CNNM3	RBPMS
9992	CNNM3	HNRNPK
9993	CNNM3	PTP4A2
9994	CNNM3	MDFI
9995	CNNM4	PTP4A2
9996	CNOT10	CHMP1B
9997	CNOT10	CNOT6L
9998	CNOT10	CNOT8
9999	CNOT10	CNOT7
10000	CNOT2	CNOT3
10001	CNOT2	TOB1
10002	CNOT2	CNOT1
10003	CNOT3	CREBBP
10004	CNOT4	UBE2B
10005	CNOT4	CNOT2
10006	CNOT4	CNOT1
10007	CNOT4	UBE2E1
10008	CNOT6	CNOT7
10009	CNOT6	CNOT1
10010	CNOT6	CCL5
10011	CNOT6	CNOT2
10012	CNOT6	GRK3
10013	CNOT6	CNOT4
10014	CNOT6	CCL17
10015	CNOT6	CCL22
10016	CNOT6	CNOT8
10017	CNOT6L	CNOT7
10018	CNOT6L	BTG2
10019	CNOT6L	CNOT4
10020	CNOT6L	CNOT2
10021	CNOT6L	CNOT8
10022	CNOT6L	CNOT6
10023	CNOT6L	CNOT1
10024	CNOT7	TOB2
10025	CNOT7	TOB1
10026	CNOT7	CDK6
10027	CNOT7	CNOT2
10028	CNOT7	CDK1
10029	CNOT7	BTG2
10030	CNOT7	CNOT1
10031	CNOT7	POLD1
10032	CNOT7	CNOT4
10033	CNOT7	CDK4
10034	CNOT7	CDK2
10035	CNOT7	PABPC1
10036	CNOT8	CNOT3
10037	CNOT8	CNOT1
10038	CNOT8	CNOT2
10039	CNOT8	TOB1
10040	CNOT8	CNOT4
10041	CNOT8	BTG2
10042	CNOT8	MCM7
10043	CNOT9	MAP3K3
10044	CNOT9	MYB
10045	CNP	PRKCD
10046	CNP	TUBA1A
10047	CNP	MTNR1A
10048	CNPY2	MLXIP
10049	CNPY2	IKBKE
10050	CNPY2	MYLIP
10051	CNPY4	TLR4
10052	CNPY4	ARL4D
10053	CNR1	GNB2
10054	CNR1	MET
10055	CNR1	GNA15
10056	CNR1	GNG11
10057	CNR1	GNAI2
10058	CNR2	GNG11
10059	CNR2	GNB2
10060	CNR2	GNAI2
10061	CNR2	GNA15
10062	CNRIP1	SH3GL3
10063	CNRIP1	GPRASP1
10064	CNRIP1	HAP1
10065	CNRIP1	APEX1
10066	CNST	EWSR1
10067	CNTFR	ABL1
10068	CNTFR	IL6ST
10069	CNTFR	CRK
10070	CNTFR	NCK1
10071	CNTFR	PLSCR1
10072	CNTN1	PRNP
10073	CNTN1	L1CAM
10074	CNTN1	FYN
10075	CNTN1	ANK3
10076	CNTN1	FLNA
10077	CNTN1	NOTCH1
10078	CNTN2	L1CAM
10079	CNTN2	NCAN
10080	CNTN2	STARD13
10081	CNTN2	NFYB
10082	CNTN2	EP300
10083	CNTN2	NCAM1
10084	CNTN2	CNTN1
10085	CNTN6	CHL1
10086	CNTNAP1	CNTN1
10087	CNTNAP1	NCK1
10088	CNTNAP1	CRK
10089	CNTNAP1	SRC
10090	CNTNAP1	PTPRB
10091	CNTNAP1	RTN4
10092	CNTNAP1	FYN
10093	CNTNAP1	KCNA2
10094	CNTNAP1	ABL1
10095	CNTNAP1	RHOA
10096	CNTNAP2	MACF1
10097	CNTNAP2	KCNA2
10098	CNTNAP2	EPB41L3
10099	CNTNAP2	CASK
10100	CNTNAP2	CNTN2
10101	CNTNAP2	CTR9
10102	CNTNAP4	MAST3
10103	CNTNAP4	CASK
10104	CNTNAP4	RANBP10
10105	CNTNAP4	APBA1
10106	CNTNAP4	MACF1
10107	CNTRL	TRADD
10108	CNTRL	PCM1
10109	CNTROB	LYST
10110	CNTROB	APTX
10111	CNTROB	PXN
10112	COASY	RPS6KB1
10113	COASY	KRT20
10114	COG2	USO1
10115	COG2	COPZ1
10116	COG2	COPA
10117	COG2	COG3
10118	COG2	COPB1
10119	COG2	COG7
10120	COG2	COPG1
10121	COG2	VTI1A
10122	COG2	COPZ2
10123	COG2	SNAP29
10124	COG2	VPS45
10125	COG2	VPS53
10126	COG2	COG5
10127	COG2	COG8
10128	COG2	VPS54
10129	COG2	GOLGA5
10130	COG2	GOSR1
10131	COG2	SYS1
10132	COG2	COG4
10133	COG3	SNAP29
10134	COG3	COPB2
10135	COG3	COG5
10136	COG3	COPG1
10137	COG3	RAB1A
10138	COG3	VAMP4
10139	COG3	BET1L
10140	COG3	GOLGA5
10141	COG3	COG4
10142	COG3	RAB6B
10143	COG3	COPB1
10144	COG3	BET1
10145	COG3	RAB6A
10146	COG3	GOSR1
10147	COG3	COPA
10148	COG4	COPG1
10149	COG4	RAB1A
10150	COG4	COPB1
10151	COG4	COPA
10152	COG4	COG5
10153	COG5	COPB1
10154	COG5	PXN
10155	COG5	COPA
10156	COG6	COPB1
10157	COG6	GOLGA5
10158	COG6	COPA
10159	COG6	ARCN1
10160	COG6	RAB41
10161	COG6	COG5
10162	COG6	YKT6
10163	COG6	RAB1A
10164	COG6	SYS1
10165	COG6	COG4
10166	COG6	COG7
10167	COG6	RAB6B
10168	COG6	VPS53
10169	COG6	VPS51
10170	COG6	COPG1
10171	COG6	USO1
10172	COG6	VPS54
10173	COG6	COG2
10174	COG6	VPS45
10175	COG6	RAB36
10176	COG6	COG8
10177	COG6	SNAP29
10178	COG6	GOSR1
10179	COG6	COPB2
10180	COG6	RAB6A
10181	COG6	COG3
10182	COG7	COPB2
10183	COG7	COPA
10184	COG7	SNAP29
10185	COG7	USO1
10186	COG7	GOLGA5
10187	COG7	COG4
10188	COG7	GCC1
10189	COG7	VPS45
10190	COG7	COG3
10191	COG7	ARCN1
10192	COG7	VPS51
10193	COG7	COPG1
10194	COG7	COG5
10195	COG7	VPS53
10196	COG7	COPB1
10197	COG8	COPA
10198	COG8	GOLGA5
10199	COG8	VPS45
10200	COG8	RAB36
10201	COG8	COG3
10202	COG8	COPB2
10203	COG8	COG7
10204	COG8	SNAP29
10205	COG8	RAB41
10206	COG8	RAB6B
10207	COG8	RAB1A
10208	COG8	STX5
10209	COG8	STX6
10210	COG8	GOSR1
10211	COG8	USO1
10212	COG8	COPG1
10213	COG8	VPS54
10214	COG8	COPZ1
10215	COG8	COG4
10216	COG8	COG5
10217	COG8	VPS51
10218	COG8	VPS53
10219	COG8	SYS1
10220	COG8	COPZ2
10221	COG8	ARCN1
10222	COG8	COPB1
10223	COG8	RAB6A
10224	COIL	FXR2
10225	COIL	DNAJA3
10226	COIL	PIAS4
10227	COIL	PSME3
10228	COIL	TAF9
10229	COIL	CSNK2B
10230	COIL	CCNE1
10231	COIL	TFCP2
10232	COIL	ATXN1
10233	COIL	C1QBP
10234	COIL	PICK1
10235	COIL	ZBTB25
10236	COIL	MYO5B
10237	COIL	CDK2
10238	COIL	PSMA1
10239	COIL	KPNA3
10240	COIL	BYSL
10241	COIL	PRMT1
10242	COIL	ACTN2
10243	COL10A1	ANXA5
10244	COL11A1	DDR1
10245	COL11A2	MAP3K7
10246	COL11A2	HPCA
10247	COL11A2	CACNA1A
10248	COL12A1	PXN
10249	COL12A1	TLN1
10250	COL13A1	NID1
10251	COL13A1	ITGA1
10252	COL13A1	NID2
10253	COL13A1	SPARC
10254	COL13A1	FN1
10255	COL14A1	CD44
10256	COL14A1	DCN
10257	COL17A1	CLSTN1
10258	COL17A1	ITGA6
10259	COL17A1	DST
10260	COL18A1	GPC1
10261	COL18A1	FBLN2
10262	COL18A1	GPC4
10263	COL18A1	MMP2
10264	COL18A1	ITGA5
10265	COL18A1	CTSL
10266	COL18A1	KDR
10267	COL1A1	TXN
10268	COL1A1	ITGB3
10269	COL1A1	PKD1
10270	COL1A1	BMP1
10271	COL1A1	PKN1
10272	COL1A1	PAK1
10273	COL1A1	PXN
10274	COL1A1	CAPN1
10275	COL1A1	SERPINH1
10276	COL1A1	ITGB1
10277	COL1A1	CD36
10278	COL1A1	CD44
10279	COL1A1	COL7A1
10280	COL1A2	APP
10281	COL1A2	CD36
10282	COL1A2	SERPINH1
10283	COL1A2	ITGA2B
10284	COL1A2	ITGB3
10285	COL1A2	ITGB1
10286	COL1A2	COL1A1
10287	COL1A2	PXN
10288	COL1A2	CD44
10289	COL20A1	TEX11
10290	COL23A1	LSM8
10291	COL23A1	FURIN
10292	COL25A1	APP
10293	COL25A1	IAPP
10294	COL25A1	SNCA
10295	COL26A1	TBP
10296	COL26A1	SERPINH1
10297	COL26A1	LUM
10298	COL2A1	DDR1
10299	COL2A1	HLA-DRB1
10300	COL2A1	ITGA2B
10301	COL2A1	BMP2
10302	COL2A1	ANXA5
10303	COL2A1	TNFRSF10A
10304	COL2A1	C1QA
10305	COL2A1	SERPINH1
10306	COL2A1	PKD1
10307	COL2A1	TGFB1
10308	COL2A1	COL9A2
10309	COL2A1	ITGB1
10310	COL3A1	DDR1
10311	COL3A1	CAPN1
10312	COL3A1	SERPINH1
10313	COL3A1	ITGB1
10314	COL4A1	APP
10315	COL4A1	SERPINH1
10316	COL4A1	DISC1
10317	COL4A2	COL4A1
10318	COL4A2	ATF7IP
10319	COL4A2	BMP3
10320	COL4A2	ITGB3
10321	COL4A2	APP
10322	COL4A2	TENT5A
10323	COL4A3	APP
10324	COL4A3	CAMK2B
10325	COL4A3BP	CSNK1G2
10326	COL4A3BP	RTN4
10327	COL4A3BP	COL4A3
10328	COL4A5	ITGB3
10329	COL4A5	COL4A2
10330	COL4A5	APP
10331	COL4A5	RNF10
10332	COL4A5	ITGB1
10333	COL4A5	SERPINH1
10334	COL4A6	APP
10335	COL5A1	BMP1
10336	COL5A1	ITGB1
10337	COL5A1	SERPINH1
10338	COL5A1	PXN
10339	COL5A2	PXN
10340	COL5A2	DDR1
10341	COL5A2	BMP1
10342	COL5A2	TLN1
10343	COL5A3	COL1A2
10344	COL5A3	COL6A1
10345	COL5A3	COL5A1
10346	COL6A1	DCN
10347	COL6A1	COL4A2
10348	COL6A1	PXN
10349	COL6A1	LAMB1
10350	COL6A1	SERPINH1
10351	COL6A1	COL2A1
10352	COL6A1	COL1A2
10353	COL6A1	LGALS3BP
10354	COL6A2	COL6A1
10355	COL6A2	FN1
10356	COL6A2	PXN
10357	COL6A2	ABCD3
10358	COL6A3	COL6A2
10359	COL6A3	PXN
10360	COL6A3	COL6A1
10361	COL6A3	MMP2
10362	COL7A1	COL4A1
10363	COL8A1	UBQLN4
10364	COL8A1	EFEMP2
10365	COL8A1	PXN
10366	COL8A2	COL8A1
10367	COL9A1	COL2A1
10368	COL9A1	MAG
10369	COL9A3	MAG
10370	COL9A3	COL2A1
10371	COLEC11	MASP1
10372	COLQ	ACHE
10373	COLQ	MUSK
10374	COMMD1	NFKBIA
10375	COMMD1	RELA
10376	COMMD1	NFKB1
10377	COMMD10	NFKB1
10378	COMMD10	RELB
10379	COMMD10	NFKB2
10380	COMMD10	RELA
10381	COMMD2	NFKB2
10382	COMMD2	RELA
10383	COMMD2	NFKB1
10384	COMMD2	RELB
10385	COMMD3	NFKB1
10386	COMMD3	RELB
10387	COMMD4	RELB
10388	COMMD4	NFKB1
10389	COMMD4	RELA
10390	COMMD5	NFKB1
10391	COMMD5	RELA
10392	COMMD5	RELB
10393	COMMD6	RELA
10394	COMMD6	NFKB1
10395	COMMD7	NFKB1
10396	COMMD7	RELA
10397	COMMD8	RELA
10398	COMMD8	RELB
10399	COMMD8	NFKB1
10400	COMMD8	NDUFA4L2
10401	COMMD9	RELB
10402	COMMD9	NFKB1
10403	COMP	COL2A1
10404	COMP	FN1
10405	COMP	COL9A1
10406	COP1	DDB1
10407	COP1	JUN
10408	COP1	CUL4A
10409	COP1	CUL4B
10410	COP1	DET1
10411	COP1	JUND
10412	COPB1	CFTR
10413	COPB1	ARF1
10414	COPB1	COPA
10415	COPB1	CDKN2A
10416	COPB2	DCTN1
10417	COPB2	NELFCD
10418	COPB2	COPA
10419	COPB2	COPG1
10420	COPB2	COPB1
10421	COPB2	PRKCE
10422	COPB2	AP2A1
10423	COPB2	TSC22D1
10424	COPB2	GOLGB1
10425	COPB2	AP1G2
10426	COPB2	ARF1
10427	COPB2	ARF3
10428	COPB2	GIPC1
10429	COPB2	ARF5
10430	COPB2	RAB1A
10431	COPB2	CDK4
10432	COPB2	MCC
10433	COPB2	COG5
10434	COPB2	NFKB1
10435	COPB2	RGS2
10436	COPB2	COG4
10437	COPE	COPA
10438	COPE	ARF1
10439	COPE	ARF3
10440	COPE	COG5
10441	COPE	TMED2
10442	COPE	COPB2
10443	COPE	COPG1
10444	COPE	ARF5
10445	COPE	COPB1
10446	COPE	DCTN2
10447	COPG1	RAB1A
10448	COPG1	COG5
10449	COPG1	MAGED1
10450	COPG1	COPA
10451	COPG1	NKX2-1
10452	COPG1	ARF1
10453	COPG1	COPB1
10454	COPG1	MYC
10455	COPG2	COPE
10456	COPG2	COPZ1
10457	COPG2	MAGED1
10458	COPG2	TAPBP
10459	COPG2	MYC
10460	COPG2	CDKN2A
10461	COPG2	COPB1
10462	COPG2	COPG1
10463	COPG2	NKX2-1
10464	COPG2	DRD1
10465	COPRS	ARRB2
10466	COPS2	MAPK8
10467	COPS2	RARA
10468	COPS2	NEK1
10469	COPS2	CUL4A
10470	COPS2	DDB1
10471	COPS2	THRA
10472	COPS2	RXRA
10473	COPS2	THRB
10474	COPS2	CUL4B
10475	COPS3	CUL4B
10476	COPS3	DDB1
10477	COPS3	GPS1
10478	COPS3	MLF1
10479	COPS3	COPS6
10480	COPS3	COPS8
10481	COPS3	COPS7A
10482	COPS3	COPS4
10483	COPS3	COPS2
10484	COPS3	IKBKG
10485	COPS3	HIF1A
10486	COPS3	ARAF
10487	COPS3	PHYH
10488	COPS3	RAF1
10489	COPS3	ITGB2
10490	COPS3	CUL4A
10491	COPS4	CUL4B
10492	COPS4	CUL4A
10493	COPS4	COPS8
10494	COPS4	COPS2
10495	COPS6	CDKN2C
10496	COPS6	COX5A
10497	COPS6	EP300
10498	COPS6	PRKRA
10499	COPS6	EMD
10500	COPS6	PFKL
10501	COPS6	PSMD11
10502	COPS6	PBX2
10503	COPS6	FAU
10504	COPS6	COX17
10505	COPS6	MNAT1
10506	COPS6	SAT1
10507	COPS6	CUL4B
10508	COPS6	CCDC106
10509	COPS6	C1orf174
10510	COPS6	EIF3E
10511	COPS6	PMF1
10512	COPS6	SULT1E1
10513	COPS6	S100A10
10514	COPS6	PAEP
10515	COPS6	LPL
10516	COPS6	EDN1
10517	COPS6	QTRT1
10518	COPS6	SLC2A1
10519	COPS6	GPS1
10520	COPS6	SERPINA5
10521	COPS6	TK1
10522	COPS6	NR3C1
10523	COPS6	RPL15
10524	COPS6	MCC
10525	COPS6	SNRPG
10526	COPS6	RFC5
10527	COPS6	TRIB3
10528	COPS6	PTEN
10529	COPS6	C4orf17
10530	COPS6	PDZK1IP1
10531	COPS6	SERPINB9
10532	COPS6	COPS2
10533	COPS6	RPA2
10534	COPS6	ORAI2
10535	COPS6	VIM
10536	COPS6	COPS8
10537	COPS6	PSAP
10538	COPS6	COPS4
10539	COPS6	ZNF24
10540	COPS6	RAB27A
10541	COPS6	CDH10
10542	COPS6	CUL4A
10543	COPS6	MYCBP
10544	COPS6	HMOX2
10545	COPS6	PHYHIP
10546	COPS6	ERH
10547	COPS6	TRDMT1
10548	COPS6	LAMA4
10549	COPS6	CRELD1
10550	COPS6	BTBD2
10551	COPS6	CUL1
10552	COPS6	PAFAH1B3
10553	COPS7A	CUL4A
10554	COPS7A	COPS2
10555	COPS7A	TOM1L1
10556	COPS7A	GPS1
10557	COPS7A	COPS4
10558	COPS7A	COPS6
10559	COPS7A	EIF3E
10560	COPS7A	COPS8
10561	COPS7A	CUL4B
10562	COPS7A	NFE2L2
10563	COPS7A	PMF1
10564	COPS7B	COPS2
10565	COPS7B	EIF3E
10566	COPS7B	COPS4
10567	COPS7B	GPS1
10568	COPS7B	COPS6
10569	COPS7B	COPS3
10570	COPS7B	CUL4A
10571	COPS7B	COPS8
10572	COPS7B	CUL4B
10573	COPS7B	PMF1
10574	COPS8	CUL4A
10575	COPS8	ITPK1
10576	COPS8	EIF3E
10577	COPS8	COPS2
10578	COPS8	CUL4B
10579	COPZ1	ARFGAP1
10580	COPZ1	ARF1
10581	COPZ1	TMED10
10582	COPZ1	GOSR2
10583	COPZ1	COPE
10584	COPZ1	BET1
10585	COPZ1	COPA
10586	COPZ1	AP2S1
10587	COPZ1	AP1S1
10588	COPZ1	ARF5
10589	COPZ1	COPB2
10590	COPZ1	COPG1
10591	COPZ1	TMED2
10592	COPZ1	ARF3
10593	COPZ1	COPB1
10594	COPZ1	BET1L
10595	COPZ1	BNIP1
10596	COPZ1	AP2A1
10597	COPZ2	BNIP1
10598	COPZ2	TMED10
10599	COPZ2	GOSR2
10600	COPZ2	BET1
10601	COPZ2	ARF3
10602	COPZ2	ARF1
10603	COPZ2	AP2A1
10604	COPZ2	ARF5
10605	COPZ2	COPB1
10606	COPZ2	TMED2
10607	COPZ2	ARFGAP1
10608	COPZ2	COPA
10609	COPZ2	COPG2
10610	COPZ2	COPB2
10611	COPZ2	COPE
10612	COPZ2	BET1L
10613	COPZ2	COPG1
10614	COPZ2	AP2S1
10615	COPZ2	SEC31A
10616	COPZ2	AP1S1
10617	COQ6	ARSE
10618	COQ6	ZBTB16
10619	COQ8A	RABAC1
10620	COQ9	ACTL6B
10621	CORO1A	DKK1
10622	CORO1A	UBE2G2
10623	CORO1A	THBS1
10624	CORO1B	ARPC2
10625	CORO1B	GRB2
10626	CORO1B	PRKCA
10627	CORO1B	SSH1
10628	CORO1C	MAP3K3
10629	CORO1C	GRB2
10630	CORO2A	HDAC3
10631	CORO2A	TBL1X
10632	CORO2A	NCOR1
10633	CORO2B	ACTA1
10634	CORO2B	VCL
10635	CORO2B	TSC22D1
10636	COTL1	ALOX5
10637	COTL1	VHL
10638	COTL1	PRKAB1
10639	COTL1	IKBKE
10640	COTL1	ACTA1
10641	COTL1	PINX1
10642	COX17	EEF1A1
10643	COX17	UNC119
10644	COX4I1	TMBIM4
10645	COX4I1	COX5A
10646	COX4I1	COX6C
10647	COX4I1	IKBKE
10648	COX4I1	COX7C
10649	COX4I1	COX6B1
10650	COX4I1	NELFCD
10651	COX4I2	CYCS
10652	COX5A	NELFCD
10653	COX5A	VHL
10654	COX5A	COX6C
10655	COX5B	COX4I1
10656	COX5B	COX5A
10657	COX5B	COX6C
10658	COX5B	NELFCD
10659	COX5B	AR
10660	COX5B	COX7C
10661	COX5B	COX6B1
10662	COX5B	AKR1B1
10663	COX6B1	COX5A
10664	COX6B1	NELFCD
10665	COX6B1	COX6C
10666	COX6C	PTN
10667	COX6C	NELFCD
10668	COX7A2L	COX5A
10669	COX7A2L	MAGEA11
10670	COX7A2L	COX6C
10671	COX7B	COX6B1
10672	COX7B	COX6C
10673	COX7B	COX5B
10674	COX7B	COX4I1
10675	COX7B	COX5A
10676	COX7B	COX7C
10677	COX7B	NDUFA4
10678	COX7C	COX5A
10679	COX7C	COX6C
10680	COX7C	COX7A2L
10681	COX7C	COX6B1
10682	CP	GAST
10683	CP	ATP7A
10684	CP	IGHG1
10685	CP	SLC40A1
10686	CP	LTF
10687	CP	MPO
10688	CP	PLG
10689	CP	APOA1
10690	CP	PROC
10691	CP	GALNS
10692	CPA1	ARRB1
10693	CPA4	LXN
10694	CPAMD8	SCTR
10695	CPAMD8	DPP4
10696	CPB2	PZP
10697	CPB2	PLG
10698	CPB2	A2M
10699	CPB2	F2
10700	CPE	CHD3
10701	CPEB1	MAP2
10702	CPEB1	KIF1B
10703	CPEB3	TOB1
10704	CPLX1	VAMP2
10705	CPLX1	SLC32A1
10706	CPLX1	STX1A
10707	CPLX1	SYT1
10708	CPLX1	GAD1
10709	CPLX1	SNAP25
10710	CPLX2	STX3
10711	CPLX2	STX1A
10712	CPLX2	STX2
10713	CPM	EGF
10714	CPN1	KNG1
10715	CPN1	CPNE1
10716	CPN1	C5
10717	CPN1	C3
10718	CPN2	CPN1
10719	CPNE1	PPP5C
10720	CPNE1	MYCBP
10721	CPNE1	SPTBN1
10722	CPNE1	C3
10723	CPNE1	RDX
10724	CPNE1	PDCD6
10725	CPNE1	ARRB2
10726	CPNE1	SKIL
10727	CPNE1	MAP2K1
10728	CPNE2	MYCBP
10729	CPNE2	SKIL
10730	CPNE2	RDX
10731	CPNE2	BCOR
10732	CPNE2	PPP5C
10733	CPNE2	PDCD6
10734	CPNE2	UBE2M
10735	CPNE3	QARS
10736	CPNE4	MAP2K1
10737	CPNE4	PPP5C
10738	CPNE4	CPNE1
10739	CPNE4	SPTBN1
10740	CPNE4	BCOR
10741	CPNE4	RDX
10742	CPNE4	MYCBP
10743	CPNE4	UBE2M
10744	CPNE4	PDCD6
10745	CPNE4	BICD1
10746	CPNE4	PITPNM2
10747	CPNE4	SKIL
10748	CPNE7	CALCOCO2
10749	CPNE8	ARRB1
10750	CPOX	SNCA
10751	CPS1	ARAF
10752	CPS1	RAF1
10753	CPSF1	PRPF6
10754	CPSF1	SF3B1
10755	CPSF1	MCM2
10756	CPSF1	DDX39A
10757	CPSF1	MCM7
10758	CPSF1	DHX9
10759	CPSF1	TAF12
10760	CPSF1	SF3B3
10761	CPSF1	EFTUD2
10762	CPSF1	SF3B2
10763	CPSF1	NCBP1
10764	CPSF1	XAB2
10765	CPSF1	TAF11
10766	CPSF1	SRRT
10767	CPSF1	WDR33
10768	CPSF1	POLR2A
10769	CPSF1	PPP1CC
10770	CPSF1	CPSF4
10771	CPSF1	SF3A1
10772	CPSF1	SRRM1
10773	CPSF1	NUDT21
10774	CPSF1	TAF5
10775	CPSF1	SNW1
10776	CPSF1	SNRNP200
10777	CPSF1	PRRC2A
10778	CPSF1	CSTF2
10779	CPSF1	ALYREF
10780	CPSF1	CSTF1
10781	CPSF1	POLDIP3
10782	CPSF1	CDC5L
10783	CPSF1	TAF13
10784	CPSF2	CPSF1
10785	CPSF2	CDC40
10786	CPSF2	NUDT21
10787	CPSF2	NCBP1
10788	CPSF2	ELAVL1
10789	CPSF2	SSU72
10790	CPSF2	SNRNP200
10791	CPSF2	DHX38
10792	CPSF2	PPP1CC
10793	CPSF2	SRSF4
10794	CPSF2	PPWD1
10795	CPSF2	DDX39A
10796	CPSF2	UPF3B
10797	CPSF2	SF3A1
10798	CPSF2	SF3B2
10799	CPSF2	XAB2
10800	CPSF2	SF3B1
10801	CPSF2	AQR
10802	CPSF2	SF3B3
10803	CPSF2	DHX15
10804	CPSF2	SNRPB2
10805	CPSF2	PRPF8
10806	CPSF2	SNRNP40
10807	CPSF2	CPSF4
10808	CPSF2	CSTF1
10809	CPSF2	SF3A3
10810	CPSF2	PRPF6
10811	CPSF2	SRSF5
10812	CPSF2	CPSF3
10813	CPSF2	CLP1
10814	CPSF2	CWC22
10815	CPSF2	CDC5L
10816	CPSF2	WDR33
10817	CPSF2	EIF4A3
10818	CPSF2	THOC5
10819	CPSF2	PABPN1
10820	CPSF2	EFTUD2
10821	CPSF2	SRSF6
10822	CPSF2	SRRM1
10823	CPSF2	WBP11
10824	CPSF2	THOC2
10825	CPSF2	POLR2A
10826	CPSF2	SNW1
10827	CPSF2	CRNKL1
10828	CPSF2	SARNP
10829	CPSF2	PAPOLA
10830	CPSF2	DDX5
10831	CPSF2	SRRT
10832	CPSF2	WDR82
10833	CPSF2	ELAVL2
10834	CPSF2	POLDIP3
10835	CPSF2	PCF11
10836	CPSF2	CPSF6
10837	CPSF2	THOC7
10838	CPSF2	PLRG1
10839	CPSF2	SLU7
10840	CPSF2	PRPF19
10841	CPSF2	POLR2C
10842	CPSF2	ALYREF
10843	CPSF2	THOC1
10844	CPSF2	CSTF2
10845	CPSF2	NCBP2
10846	CPSF3	NUDT21
10847	CPSF3	PAPOLA
10848	CPSF3	RBM22
10849	CPSF3	XAB2
10850	CPSF3	AQR
10851	CPSF3	POLDIP3
10852	CPSF3	CLP1
10853	CPSF3	THOC2
10854	CPSF3	WDR33
10855	CPSF3	SF3A2
10856	CPSF3	SNW1
10857	CPSF3	SNRNP40
10858	CPSF3	CDC40
10859	CPSF3	THOC1
10860	CPSF3	CPSF1
10861	CPSF3	EFTUD2
10862	CPSF3	SF3B3
10863	CPSF3	CSTF2
10864	CPSF3	CDC5L
10865	CPSF3	YWHAG
10866	CPSF3	PLRG1
10867	CPSF3	PRPF6
10868	CPSF3	ALYREF
10869	CPSF3	CWC22
10870	CPSF3	PPP1CC
10871	CPSF3	DDX5
10872	CPSF3	NCBP1
10873	CPSF3	SLU7
10874	CPSF3	PRPF19
10875	CPSF3	CSTF1
10876	CPSF3	CPSF4
10877	CPSF3	PABPN1
10878	CPSF3	WBP11
10879	CPSF3	SF3B1
10880	CPSF3	PRCC
10881	CPSF3	POLR2A
10882	CPSF3	DDX39A
10883	CPSF3	SF3A3
10884	CPSF3	DHX15
10885	CPSF3	SF3A1
10886	CPSF3	THOC5
10887	CPSF3	PRPF8
10888	CPSF3	EIF4A3
10889	CPSF3	SF3B2
10890	CPSF4	HNRNPA2B1
10891	CPSF4	SRSF4
10892	CPSF4	SRSF1
10893	CPSF4	HNRNPD
10894	CPSF4	SRRM1
10895	CPSF4	EIF4A3
10896	CPSF4	DDX5
10897	CPSF4	HNRNPM
10898	CPSF4	CSTF2
10899	CPSF4	MARK3
10900	CPSF4	POLDIP3
10901	CPSF4	NUDT21
10902	CPSF4	POLR2C
10903	CPSF4	SRSF6
10904	CPSF4	HNRNPC
10905	CPSF4	PPP1CC
10906	CPSF4	DDX39A
10907	CPSF4	HNRNPA1
10908	CPSF4	WDR33
10909	CPSF4	ALYREF
10910	CPSF4	SRSF3
10911	CPSF4	CPSF6
10912	CPSF4	PPIE
10913	CPSF4	CSTF1
10914	CPSF6	IKBKE
10915	CPSF6	PLSCR1
10916	CPSF6	TCERG1
10917	CPSF6	PAK2
10918	CPSF6	MME
10919	CPSF6	NCK2
10920	CPSF6	EWSR1
10921	CPSF6	RELB
10922	CPSF6	NUDT21
10923	CPSF7	SORBS3
10924	CPSF7	GCC1
10925	CPSF7	NUDT21
10926	CPSF7	NCK2
10927	CPSF7	EWSR1
10928	CPSF7	PRMT2
10929	CPSF7	DVL2
10930	CPSF7	ATXN1
10931	CPSF7	THOC6
10932	CPSF7	CPSF2
10933	CPSF7	SRSF11
10934	CPSF7	SRSF1
10935	CPSF7	PRPF19
10936	CPSF7	HNRNPM
10937	CPT1A	BCL2
10938	CPVL	PLRG1
10939	CPVL	CTNNBIP1
10940	CPVL	MAP3K3
10941	CPXM2	SMAD9
10942	CR1	CR2
10943	CR1	C1QA
10944	CR1	C3
10945	CR2	ANXA6
10946	CRABP1	MPP3
10947	CRABP2	CCND3
10948	CRACR2A	TRIM29
10949	CRACR2A	ATN1
10950	CRADD	CASP2
10951	CRADD	CASP8
10952	CRADD	RIPK1
10953	CRADD	EEF1A1
10954	CRB1	ALB
10955	CRB1	PSMD13
10956	CRB1	EXT2
10957	CRB2	CTTN
10958	CRCP	BRF2
10959	CRCP	BDP1
10960	CRCP	POLR1C
10961	CRCP	POLR3K
10962	CRCP	POLR3F
10963	CRCP	CALCRL
10964	CRCP	POLR3H
10965	CRCP	GTF3C3
10966	CRCP	GTF3C5
